section name,section type,size
.rodata.ql_httpc_perform.str1.1,rodata,22
.text.ql_httpc_perform,text,136
.text.ql_httpc_getinfo,text,336
.text.ql_httpc_continue_dload,text,24
.text.ql_httpc_release,text,204
.rodata.ql_I2cInit.str1.1,rodata,75
.text.ql_I2cInit,text,272
.rodata.ql_I2cWrite.str1.1,rodata,32
.text.ql_I2cWrite,text,176
.rodata.ql_I2cRead.str1.1,rodata,16
.text.ql_I2cRead,text,176
.rodata.ql_I2cRelease.str1.1,rodata,17
.text.ql_I2cRelease,text,120
.text.ql_I2cWrite_16bit_addr,text,192
.text.ql_I2cRead_16bit_addr,text,192
.text.ql_i2c_write_slave_data,text,168
.text.ql_i2c_read_slave_data,text,168
.text.ql_keypad_isr_cb,text,116
.rodata.ql_keypad_state.str1.1,rodata,16
.text.ql_keypad_state,text,84
.rodata.ql_keypad_init.str1.1,rodata,84
.text.ql_keypad_init,text,256
.rodata.quec_lcd_sleep_in.str1.1,rodata,38
.text.quec_lcd_sleep_in,text,176
.text.quec_spi_lcd_write_cmd_data,text,176
.rodata.quec_lcd_mutex_create.str1.1,rodata,26
.text.quec_lcd_mutex_create,text,44
.text.ql_lcd_free,text,96
.rodata.ql_lcd_write.str1.1,rodata,47
.text.ql_lcd_write,text,452
.text.ql_lcd_display_on,text,6
.text.ql_lcd_display_off,text,6
.text.ql_spi_lcd_write_cmd,text,8
.text.ql_spi_lcd_write_data,text,8
.text.ql_lcd_clear_screen,text,404
.rodata.ql_lcd_init_ext.str1.1,rodata,125
.text.ql_lcd_init_ext,text,708
.text.ql_lcd_init,text,10
.text.ql_lcd_init_bwscreen,text,100
.text.ql_lcd_init_st7567a,text,112
.text.ql_lcd_brightness_pin_sel,text,88
.text.ql_lcd_set_brightness,text,216
.text.ql_lcd_set_level_brightness,text,136
.text.ql_lcd_enter_sleep,text,192
.text.ql_compute_threshold,text,272
.rodata.ql_lcd_set_display_offset.str1.1,rodata,21
.text.ql_lcd_set_display_offset,text,268
.text.ql_lcd_reset_config,text,76
.rodata.ql_lcd_get_info.str1.1,rodata,19
.text.ql_lcd_get_info,text,140
.rodata.ql_lcd_set_config.str1.1,rodata,22
.text.ql_lcd_set_config,text,196
.text.ql_lcd_get_config,text,108
.text.ql_lcd_set_busmode,text,32
.text.ql_mqtt_append_request,text,22
.text.ql_mqtt_client_check_cliptr_valid,text,180
.rodata.ql_mqtt_client_event_listener.str1.1,rodata,21
.text.ql_mqtt_client_event_listener,text,124
.rodata.ql_mqtt_listen_task.str1.1,rodata,116
.text.ql_mqtt_listen_task,text,932
.rodata.ql_mqtt_onenet_generate_auth_token.str1.1,rodata,25
.text.ql_mqtt_onenet_generate_auth_token,text,108
.text.ql_mqtt_client_init,text,272
.rodata.ql_mqtt_connect.str1.1,rodata,43
.text.ql_mqtt_connect,text,840
.rodata.ql_mqtt_publish.str1.1,rodata,16
.text.ql_mqtt_publish,text,232
.text.ql_mqtt_sub_unsub,text,280
.text.ql_mqtt_disconnect,text,152
.text.ql_mqtt_set_inpub_callback,text,52
.text.ql_mqtt_client_is_connected,text,22
.text.ql_mqtt_client_deinit,text,120
.rodata.ql_mqtt_client_setopt.str1.1,rodata,62
.text.ql_mqtt_client_setopt,text,248
.rodata.quec_nv_json_data_parse.str1.1,rodata,29
.text.quec_nv_json_data_parse,text,168
.text.quec_resolution_nv_path,text,140
.rodata.quec_json_nv_cfg_read.str1.1,rodata,104
.text.quec_json_nv_cfg_read,text,356
.rodata.quec_json_nv_cfg_write.str1.1,rodata,140
.text.quec_json_nv_cfg_write,text,568
.text.ql_nw_gsm_rssi_compare,text,18
.text.ql_nw_lte_rssi_compare,text,18
.rodata.ql_sim_operator_name_rsp.str1.1,rodata,19
.text.ql_sim_operator_name_rsp,text,64
.text.quec_netlight_datatransmit_callback,text,10
.text.ql_cops_set_rsp,text,16
.text.ql_nw_create_mutex,text,10
.rodata.ql_update_sim_operator_name.str1.1,rodata,35
.text.ql_update_sim_operator_name,text,212
.text.ql_nw_try_lock,text,12
.text.ql_nw_unlock,text,8
.text.quec_qoos_check_param,text,48
.rodata.ql_nw_set_losscovtimer.str1.1,rodata,29
.text.ql_nw_set_losscovtimer,text,148
.rodata.ql_nw_set_limittimer.str1.1,rodata,28
.text.ql_nw_set_limittimer,text,148
.text.ql_nw_get_losscovtimer,text,56
.rodata.quec_regstatus_rda2quec.str1.1,rodata,20
.text.quec_regstatus_rda2quec,text,80
.rodata.quec_get_regstatus.str1.1,rodata,34
.text.quec_get_regstatus,text,176
.text.quec_get_nw_status,text,152
.rodata.quec_nw_info_allow_query.str1.1,rodata,32
.text.quec_nw_info_allow_query,text,248
.text.quec_get_nitz_time,text,36
.rodata.quec_save_nw_sync_time.str1.1,rodata,15
.text.quec_save_nw_sync_time,text,72
.text.quec_network_name_info_parser,text,88
.text._get_nwk_opername,text,84
.text.quec_nw_get_nwk_opername,text,68
.rodata.quec_nw_oper_name_handler.str1.1,rodata,20
.text.quec_nw_oper_name_handler,text,284
.rodata.quec_pdpAddressToStr.str1.1,rodata,114
.text.quec_pdpAddressToStr,text,740
.rodata.quec_netstatuslight_switch.str1.1,rodata,43
.text.quec_netstatuslight_switch,text,196
.rodata.quec_netlight_deal_network_change.str1.1,rodata,45
.text.quec_netlight_deal_network_change,text,132
.rodata.quec_netlight_deal_pdp_activing.str1.1,rodata,33
.text.quec_netlight_deal_pdp_activing,text,96
.text.quec_netlight_deal_pdp_active_fail,text,100
.text.quec_netlight_deal_pdp_change,text,128
.rodata.quec_netlight_deal_socket_connect.str1.1,rodata,21
.text.quec_netlight_deal_socket_connect,text,72
.text.quec_netlight_get_current_status,text,16
.rodata.ql_nw_get_csq.str1.1,rodata,182
.text.ql_nw_get_csq,text,504
.rodata.ql_nw_set_mode.str1.1,rodata,63
.text.ql_nw_set_mode,text,244
.text.ql_nw_get_mode,text,88
.text.ql_nw_set_cemode,text,88
.text.ql_nw_get_cemode,text,48
.text.ql_nw_get_rrc_duration,text,76
.text.ql_nw_set_drxtm,text,96
.rodata.ql_nw_get_drxtm.str1.1,rodata,19
.text.ql_nw_get_drxtm,text,128
.rodata.ql_nw_get_operator_name.str1.1,rodata,116
.text.ql_nw_get_operator_name,text,436
.rodata.ql_nw_set_selection.str1.1,rodata,201
.text.ql_nw_set_selection,text,640
.rodata.ql_nw_get_selection.str1.1,rodata,19
.text.ql_nw_get_selection,text,264
.rodata.ql_nw_get_signal_strength.str1.1,rodata,80
.text.ql_nw_get_signal_strength,text,352
.rodata.ql_nw_get_nitz_time_info.str1.1,rodata,61
.text.ql_nw_get_nitz_time_info,text,216
.rodata.ql_emod_process_gsm_cell_info.str1.1,rodata,20
.text.ql_emod_process_gsm_cell_info,text,468
.text.ql_nw_sort_cell_info_by_rssi,text,84
.rodata.ql_nw_get_cell_info_by_mode.str1.1,rodata,62
.text.ql_nw_get_cell_info_by_mode,text,548
.text.ql_nw_get_cell_info,text,28
.text.ql_nw_register_cb,text,140
.text.ql_nw_increase_data_count,text,164
.text.quec_data_transmit_event_send,text,44
.rodata.ql_nw_get_data_count_from_nv.str1.1,rodata,42
.text.ql_nw_get_data_count_from_nv,text,60
.text.ql_nw_get_data_count,text,104
.text.quec_netlight_deal_data_transmit,text,148
.rodata.quec_netlight_datatransmit_check.str1.1,rodata,21
.text.quec_netlight_datatransmit_check,text,220
.rodata.ql_nw_reset_data_count.str1.1,rodata,15
.text.ql_nw_reset_data_count,text,164
.rodata.ql_nw_save_data_count.str1.1,rodata,83
.text.ql_nw_save_data_count,text,308
.text.ql_nw_send_event,text,36
.rodata.quec_nw_nitz_ind_handler.str1.1,rodata,87
.text.quec_nw_nitz_ind_handler,text,484
.text.ql_nw_get_cell_info_async,text,40
.rodata.ql_emod_rsp.str1.1,rodata,97
.text.ql_emod_rsp,text,944
.rodata.ql_nw_get_cell_info_handle.str1.1,rodata,18
.text.ql_nw_get_cell_info_handle,text,100
.rodata.ql_nw_init.str1.1,rodata,11
.text.ql_nw_init,text,56
.text.quec_is_gsm_band_val_changed,text,24
.text.quec_is_lte_band_val_changed,text,52
.text.quec_set_global_gsm_band_val,text,12
.text.quec_set_global_lte_band_val,text,28
.text.quec_lte_check_support_band,text,88
.text.quec_lte_lock_freq_cell,text,192
.text.ql_nw_lte_getlock,text,196
.text.ql_nw_get_cfg_band,text,388
.rodata.ql_nw_get_cfg.str1.1,rodata,173
.text.ql_nw_get_cfg,text,512
.rodata.ql_nw_get_cfg_locrel.str1.1,rodata,16
.text.ql_nw_get_cfg_locrel,text,80
.rodata.ql_nw_set_locrel.str1.1,rodata,20
.text.ql_nw_set_locrel,text,88
.rodata.ql_nw_get_cause_str.str1.1,rodata,31
.text.ql_nw_set_cause_detail,text,64
.rodata.ql_nw_set_cause.str1.1,rodata,18
.text.ql_nw_set_cause,text,88
.text.ql_nw_get_emm_gmm_cause,text,52
.text.ql_nw_get_esm_sm_cause,text,52
.text.ql_nw_set_auto_black_elec_fence,text,68
.text.ql_nw_get_auto_black_elec_fence,text,52
.text.ql_nw_set_blacklist_func,text,44
.text.ql_nw_get_blacklist_func,text,36
.text.quec_convert_black_cell,text,320
.text.quec_nw_set_black_cell_again,text,96
.rodata.ql_nw_set_gsm_black_cell.str1.1,rodata,17
.text.ql_nw_set_gsm_black_cell,text,580
.text.ql_nw_set_lte_black_cell,text,448
.text.ql_nw_get_black_cell,text,48
.text.ql_nw_get_pwrsweep,text,36
.text.ql_nw_set_pwrsweep,text,52
.text.ql_nw_set_tau_type_aft_local_rel,text,72
.text.ql_nw_get_tau_type_aft_local_rel,text,44
.rodata.ql_nw_set_esmfail_times.str1.1,rodata,27
.text.ql_nw_set_esmfail_times,text,80
.rodata.ql_nw_get_esmfail_times.str1.1,rodata,15
.text.ql_nw_get_esmfail_times,text,104
.text.ql_nw_get_cell_sinr,text,68
.text.ql_nw_get_ue_stat,text,60
.rodata.ql_nw_get_reg_status.str1.1,rodata,18
.text.ql_nw_get_reg_status,text,372
.rodata.ql_nw_get_ue_stat_report.str1.1,rodata,66
.text.ql_nw_get_ue_stat_report,text,60
.rodata.ql_nw_forbidden_network.str1.1,rodata,53
.text.ql_nw_forbidden_network,text,244
.rodata.ql_nw_msg_process.str1.1,rodata,40
.text.ql_nw_msg_process,text,1296
.text.ql_nw_set_ue_stat_report,text,88
.rodata.CSWTCH.222,rodata,11
.rodata.CsInternalCauseText,rodata,24
.rodata.CsNetworkCauseText,rodata,72
.rodata.CsNetworkRejectText,rodata,368
.rodata.PSGprsCauseText,rodata,368
.rodata.PSLteCauseText,rodata,384
.rodata.PsLteLocalCauseText,rodata,296
.rodata.quec_nw_plmn_format_convert.str1.1,rodata,3192
.text.quec_nw_plmn_format_convert,text,268
.text.ql_rtos_task_yield,text,4
.rodata.ql_rtos_task_suspend.str1.1,rodata,20
.text.ql_rtos_task_suspend,text,48
.text.ql_rtos_task_resume,text,48
.text.ql_rtos_task_get_current_ref,text,60
.text.ql_rtos_task_change_priority,text,88
.text.ql_rtos_task_get_priority,text,52
.text.ql_rtos_task_sleep_ms,text,32
.text.ql_rtos_task_sleep_s,text,40
.rodata.ql_rtos_task_set_userdata.str1.1,rodata,26
.text.ql_rtos_task_set_userdata,text,68
.text.ql_rtos_task_get_userdata,text,68
.text.ql_rtos_task_get_status,text,4
.text.ql_event_wait,text,68
.text.ql_event_try_wait,text,20
.rodata.ql_rtos_event_group_create.str1.1,rodata,33
.text.ql_rtos_event_group_create,text,84
.rodata.ql_rtos_event_group_wait.str1.1,rodata,27
.text.ql_rtos_event_group_wait,text,124
.text.ql_rtos_event_group_clear,text,100
.text.ql_rtos_event_group_set,text,124
.text.ql_rtos_event_group_sync,text,116
.text.ql_rtos_event_group_get,text,80
.text.ql_rtos_event_group_delete,text,48
.text.ql_rtos_enter_critical,text,4
.text.ql_rtos_exit_critical,text,4
.rodata.ql_rtos_semaphore_create.str1.1,rodata,31
.text.ql_rtos_semaphore_create,text,88
.text.ql_rtos_semaphore_create_ex,text,92
.text.ql_rtos_semaphore_wait,text,56
.text.ql_rtos_semaphore_release,text,48
.text.ql_rtos_semaphore_get_cnt,text,52
.text.ql_rtos_semaphore_delete,text,48
.text.ql_rtos_mutex_create,text,60
.text.ql_rtos_mutex_lock,text,56
.text.ql_rtos_mutex_try_lock,text,48
.text.ql_rtos_mutex_unlock,text,48
.rodata.ql_rtos_task_create.str1.1,rodata,78
.text.ql_rtos_task_create,text,252
.text.ql_rtos_task_create_default,text,216
.text.ql_rtos_mutex_delete,text,48
.text.ql_rtos_queue_create,text,68
.text.ql_rtos_queue_wait,text,64
.text.ql_rtos_queue_release,text,68
.text.ql_rtos_queue_get_cnt,text,52
.rodata.ql_rtos_event_send.str1.1,rodata,28
.text.ql_rtos_event_send,text,160
.rodata.ql_rtos_event_send_ex.str1.1,rodata,25
.text.ql_rtos_event_send_ex,text,144
.text.ql_rtos_queue_get_free_cnt,text,52
.text.ql_rtos_queue_reset,text,56
.text.ql_rtos_queue_delete,text,48
.rodata.ql_rtos_timer_create.str1.1,rodata,27
.text.ql_rtos_timer_create,text,144
.text.ql_rtos_timer_start,text,72
.text.ql_rtos_timer_start_us,text,60
.text.ql_rtos_timer_start_relaxed,text,76
.text.ql_rtos_timer_stop,text,56
.text.ql_rtos_timer_is_running,text,8
.rodata.ql_rtos_timer_delete.str1.1,rodata,23
.text.ql_rtos_timer_delete,text,120
.rodata.ql_rtos_task_delete.str1.1,rodata,71
.text.ql_rtos_task_delete,text,176
.rodata.ql_rtos_swdog_register.str1.1,rodata,49
.text.ql_rtos_swdog_register,text,148
.text.ql_rtos_swdog_unregister,text,108
.text.ql_rtos_feed_dog,text,68
.text.ql_rtos_sw_dog_enable,text,60
.text.ql_rtos_sw_dog_disable,text,20
.text.ql_gettimeofday,text,64
.text.ql_rtos_get_system_tick,text,24
.text.cpu_using_timer_cb,text,64
.text.ql_idle_task_hook,text,20
.text.ql_task_switch_in_hook,text,44
.text.ql_task_switch_out_hook,text,52
.text.ql_rtos_get_cpu_using,text,92
.text.ql_assert,text,4
.text.ql_rtos_up_time_ms,text,4
.text.ql_delay_us,text,32
.text.dog_timer_cb,text,2
.rodata.api_push_task_info_to_list.str1.1,rodata,48
.text.api_push_task_info_to_list,text,72
.rodata.api_task_info_init.str1.1,rodata,42
.text.api_task_info_init,text,104
.rodata.api_get_task_name_by_ref.str1.1,rodata,17
.text.api_get_task_name_by_ref,text,140
.rodata.api_remove_task_info.str1.1,rodata,47
.text.api_remove_task_info,text,164
.rodata.sw_dog_init.str1.1,rodata,55
.text.sw_dog_init,text,124
.rodata.api_get_swdog_cb_from_list.str1.1,rodata,27
.text.api_get_swdog_cb_from_list,text,156
.rodata.sw_dog_register_cb.str1.1,rodata,108
.text.sw_dog_register_cb,text,224
.rodata.sw_dog_unregister_cb.str1.1,rodata,61
.text.sw_dog_unregister_cb,text,188
.text.get_dog_cb_cnt,text,60
.rodata.sw_dog_callback.str1.1,rodata,58
.text.sw_dog_callback,text,144
.rodata.api_task_init.str1.1,rodata,80
.text.api_task_init,text,176
.text.quec_api_task_init,text,4
.text.api_get_dog_cblist_info,text,160
.rodata.api_feed_dog.str1.1,rodata,26
.text.api_feed_dog,text,56
.rodata.api_sw_dog_enable.str1.1,rodata,87
.text.api_sw_dog_enable,text,144
.text.api_sw_dog_disable,text,56
.rodata.ql_timer_bind_task.str1.1,rodata,124
.text.ql_timer_bind_task,text,168
.rodata.ql_timer_unbind_task.str1.1,rodata,28
.text.ql_timer_unbind_task,text,132
.rodata.ql_task_is_binded_timer.str1.1,rodata,61
.text.ql_task_is_binded_timer,text,196
.text.ql_ledcfg_callback_register,text,52
.text.ql_led_set_sim,text,84
.text.ql_led_get_sim,text,28
.rodata.ql_pwm_open.str1.1,rodata,49
.text.ql_pwm_open,text,112
.rodata.ql_pwm_close.str1.1,rodata,24
.text.ql_pwm_close,text,80
.rodata.ql_pwm_enable.str1.1,rodata,20
.text.ql_pwm_enable,text,228
.rodata.ql_pwm_disable.str1.1,rodata,25
.text.ql_pwm_disable,text,76
.text.ql_sec_to_rtc_time,text,320
.text.ql_rtc_to_sec_time,text,160
.rodata.ql_rtc_time_check.str1.1,rodata,24
.text.ql_rtc_time_check,text,148
.rodata.ql_rtc_set_time.str1.1,rodata,43
.text.ql_rtc_set_time,text,120
.text.ql_rtc_get_time,text,44
.text.ql_rtc_get_localtime,text,68
.text.ql_rtc_set_timezone,text,28
.text.ql_rtc_get_timezone,text,28
.rodata.ql_rtc_print_time.str1.1,rodata,44
.text.ql_rtc_print_time,text,88
.rodata.ql_rtc_set_alarm.str1.1,rodata,30
.text.ql_rtc_set_alarm,text,132
.text.ql_rtc_get_alarm,text,48
.rodata.ql_rtc_enable_alarm.str1.1,rodata,46
.text.ql_rtc_enable_alarm,text,148
.rodata.ql_rtc_get_cfg.str1.1,rodata,35
.text.ql_rtc_get_cfg,text,88
.text.ql_rtc_set_cfg,text,64
.rodata.ql_rtc_register_cb.str1.1,rodata,17
.text.ql_rtc_register_cb,text,68
.rodata.ql_get_imsi_rsp.str1.1,rodata,42
.text.ql_get_imsi_rsp,text,72
.rodata.ql_cpin_read_rsp.str1.1,rodata,63
.text.ql_cpin_read_rsp,text,104
.rodata.ql_clck_sim_enable_rsp.str1.1,rodata,27
.text.ql_clck_sim_enable_rsp,text,68
.text.ql_clck_sim_disable_rsp,text,68
.text.ql_sim_verify_pin_rsp,text,76
.rodata.ql_sim_change_pin_rsp.str1.1,rodata,58
.text.ql_sim_change_pin_rsp,text,68
.text.ql_sim_unblock_pin_rsp,text,76
.rodata.ql_get_cnum_rsp.str1.1,rodata,116
.text.ql_get_cnum_rsp,text,404
.rodata.ql_cimi_resp_before_pb_done.str1.1,rodata,17
.text.ql_cimi_resp_before_pb_done,text,132
.rodata.ql_sim_get_imsi.str1.1,rodata,21
.text.ql_sim_get_imsi,text,240
.rodata.ql_convert_iccid.str1.1,rodata,21
.text.ql_convert_iccid,text,84
.rodata.ql_get_ccid_rsp.str1.1,rodata,51
.text.ql_get_ccid_rsp,text,104
.text.ql_sim_get_iccid,text,260
.text.ql_sim_get_phonenumber,text,228
.text.ql_sim_get_card_status,text,76
.rodata.ql_sim_get_card_status_phy.str1.1,rodata,30
.text.ql_sim_get_card_status_phy,text,256
.text.ql_sim_enable_pin,text,248
.text.ql_sim_disable_pin,text,248
.text.ql_sim_verify_pin,text,272
.text.ql_sim_change_pin,text,300
.text.ql_sim_unblock_pin,text,376
.text.ql_sim_get_pin_remain_retries,text,308
.text.ql_sim_get_operate_id,text,26
.rodata.ql_sim_set_operate_id.str1.1,rodata,112
.text.ql_sim_set_operate_id,text,264
.text.ql_sim_hotplug_get_volttrigger,text,16
.rodata.ql_sim_set_hotplug.str1.1,rodata,61
.text.ql_sim_set_hotplug,text,256
.text.ql_sim_hotplug_register_cb,text,12
.rodata.ql_sim_set_ds_feature.str1.1,rodata,82
.text.ql_sim_set_ds_feature,text,116
.rodata.ql_sim_get_ds_feature.str1.1,rodata,24
.text.ql_sim_get_ds_feature,text,44
.text.ql_sim_get_dstype,text,40
.rodata.ql_sim_ds_feature_init.str1.1,rodata,45
.text.ql_sim_ds_feature_init,text,80
.rodata.dualSIMFeatureVSMap,rodata,32
.rodata.ql_sms_delete_callback.str1.1,rodata,27
.text.ql_sms_delete_callback,text,108
.text.ql_sms_csca_callback,text,92
.rodata.quec_set_trust_info.part.0.str1.1,rodata,101
.rodata.ql_sms_read_msg_list.str1.1,rodata,118
.text.ql_sms_read_msg_list,text,480
.rodata.ql_sms_read_msg_ex.str1.1,rodata,28
.text.ql_sms_read_msg_ex,text,484
.rodata.ql_sms_read_msg.str1.1,rodata,40
.text.ql_sms_read_msg,text,192
.text.ql_sms_delete_msg_ex,text,492
.text.ql_sms_delete_msg,text,6
.text.ql_sms_get_center_address,text,216
.text.ql_sms_set_center_address,text,424
.text.ql_sms_get_storage_info,text,276
.text.ql_sms_set_storage,text,268
.text.ql_sms_get_storage,text,64
.text.ql_sms_set_code_mode,text,32
.text.ql_sms_get_code_mode,text,36
.rodata.ql_sms_parse_pdu.str1.1,rodata,3
.text.ql_sms_parse_pdu,text,816
.rodata.ql_sms_set_msg.str1.1,rodata,39
.text.ql_sms_set_msg,text,384
.text.ql_sms_list_callback,text,512
.rodata.ql_sms_read_callback.str1.1,rodata,143
.text.ql_sms_read_callback,text,268
.text.ql_sms_set_retry_count,text,76
.text.ql_sms_get_init_status,text,48
.rodata.ql_sms_get_me_erase_flag.str1.1,rodata,46
.text.ql_sms_get_me_erase_flag,text,100
.rodata.quec_sms_init_me_size.str1.1,rodata,23
.text.quec_sms_init_me_size,text,104
.text.ql_sms_callback_register,text,12
.text.ql_sms_start_send_timer,text,76
.text.ql_sms_send_msg,text,564
.rodata.ql_sms_send_pdu.str1.1,rodata,22
.text.ql_sms_send_pdu,text,520
.text.ql_sms_stop_send_timer,text,68
.text.ql_sms_send_callback,text,96
.text.ql_sms_set_ignore_cscs,text,32
.text.ql_sms_get_ignore_cscs,text,44
.rodata.quec_get_trust_info.str1.1,rodata,21
.text.quec_get_trust_info,text,128
.rodata.quec_trust_num_check.str1.1,rodata,64
.text.quec_trust_num_check,text,300
.text.quec_sms_init,text,4
.text.quec_sms_cfw_init,text,96
.rodata.CSWTCH.72,rodata,3
.text.isLegalUTF8,text,118
.text.ConvertUTF8toUTF16,text,268
.text.utf8toutf16,text,56
.text.utf8len,text,46
.text.gsmEncode7bit,text,54
.text.pdu_encode,text,768
.rodata.offsetsFromUTF8,rodata,24
.rodata.trailingBytesForUTF8,rodata,256
.rodata.ql_spi_get_dev.str1.1,rodata,15
.text.ql_spi_get_dev,text,80
.text.ql_spi_lock,text,28
.text.ql_spi_unlock,text,24
.rodata.ql_spi_ctrl_cs_pin.str1.1,rodata,23
.text.ql_spi_ctrl_cs_pin,text,116
.rodata.ql_spi_init_ext.str1.1,rodata,357
.text.ql_spi_init_ext,text,980
.text.ql_spi_init,text,164
.rodata.ql_spi_write_read.str1.1,rodata,96
.text.ql_spi_write_read,text,324
.text.ql_spi_read,text,312
.text.ql_spi_write,text,312
.text.ql_spi_cs_low,text,56
.text.ql_spi_cs_high,text,56
.text.ql_spi_cs_auto,text,60
.rodata.ql_spi_read_follow_write.str1.1,rodata,18
.text.ql_spi_read_follow_write,text,388
.rodata.ql_spi_set_irq.str1.1,rodata,23
